scorer,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000,DLC_dlcrnetms5_californiamouseMay31shuffle1_70000
individuals,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseA,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB,mouseB
bodyparts,a,a,a,b,b,b,c,c,c,d,d,d,e,e,e,a,a,a,b,b,b,c,c,c,d,d,d,e,e,e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
49,,,,,,,,,,,,,,,,877.487,86.095,0.9760000109672546,838.827,115.192,0.996999979019165,801.292,140.93,0.9940000176429749,763.603,163.974,1.0,741.913,197.226,1.0
50,411.253,445.468,1.0,368.193,414.233,0.9990000128746033,333.897,397.562,1.0,299.045,376.319,0.9990000128746033,279.209,345.32,1.0,885.833,81.45,0.9990000128746033,845.6,113.649,0.9940000176429749,803.571,141.672,0.9950000047683716,768.231,162.241,1.0,743.888,193.282,1.0
51,484.125,455.378,1.0,434.866,458.958,1.0,390.8,447.701,1.0,357.018,427.922,1.0,331.739,408.056,1.0,876.046,75.755,0.2939999997615814,851.49,107.036,0.9940000176429749,809.734,141.757,0.9850000143051147,771.523,160.538,1.0,745.194,193.733,1.0
52,518.819,442.948,1.0,469.873,453.89,1.0,436.064,456.207,0.9990000128746033,397.266,447.279,0.9990000128746033,357.163,434.449,1.0,868.476,59.074,0.5490000247955322,837.574,97.739,0.9890000224113464,809.749,125.38,0.9940000176429749,779.139,146.345,0.9990000128746033,755.364,176.441,1.0
53,557.702,402.72,1.0,517.296,429.31,1.0,474.653,444.171,1.0,432.82,446.48,1.0,391.389,448.491,1.0,876.44,22.293,0.9620000123977661,843.911,83.292,0.9679999947547913,813.083,115.076,0.996999979019165,784.998,140.06,1.0,758.317,169.2,1.0
54,624.145,373.286,1.0,579.731,405.037,1.0,539.402,429.154,0.9980000257492065,493.789,446.238,0.9990000128746033,457.004,458.504,1.0,747.737,44.537,0.9599999785423279,772.4,81.947,0.9990000128746033,770.945,118.479,0.996999979019165,762.36,154.188,1.0,744.178,186.727,1.0
55,646.446,353.511,1.0,606.132,382.044,1.0,568.172,406.797,0.9990000128746033,529.92,426.821,0.9990000128746033,498.839,447.195,1.0,688.006,63.168,0.996999979019165,716.917,83.683,0.996999979019165,739.017,118.195,1.0,751.718,154.706,1.0,743.757,194.35,1.0
56,689.906,312.535,1.0,652.463,346.027,1.0,616.703,377.237,1.0,590.785,404.889,1.0,561.448,429.657,1.0,640.582,77.228,1.0,680.826,103.554,1.0,714.584,128.192,0.9990000128746033,743.329,153.718,0.996999979019165,758.174,181.753,1.0
57,757.963,290.433,1.0,713.958,316.962,0.9990000128746033,679.629,340.406,1.0,643.908,355.728,1.0,617.141,379.571,1.0,575.864,77.843,1.0,627.84,110.932,0.9990000128746033,673.079,128.938,0.9990000128746033,715.264,139.241,0.9890000224113464,746.027,158.027,1.0
58,808.307,279.319,1.0,753.546,297.506,1.0,714.889,316.199,0.9990000128746033,670.366,326.298,0.9990000128746033,637.868,347.456,0.9990000128746033,546.749,72.023,1.0,589.705,101.18,0.9990000128746033,637.64,115.798,0.9990000128746033,680.014,132.098,1.0,705.525,153.708,1.0
59,861.657,322.031,1.0,809.796,317.445,1.0,767.092,315.78,1.0,718.944,319.43,1.0,681.66,334.602,1.0,506.57,59.575,1.0,554.901,92.035,0.9990000128746033,585.55,116.443,0.9990000128746033,619.252,140.232,0.9950000047683716,636.503,165.632,1.0
60,874.307,339.611,1.0,823.093,325.492,1.0,783.159,318.452,1.0,737.968,316.984,1.0,699.274,326.234,1.0,530.375,51.807,1.0,559.413,91.335,1.0,585.142,120.743,1.0,607.841,141.4,1.0,629.791,165.155,1.0
61,881.092,357.938,1.0,833.03,333.633,1.0,795.613,323.055,1.0,750.933,315.633,1.0,712.455,313.251,1.0,578.158,57.845,0.996999979019165,583.785,89.377,1.0,596.755,118.972,1.0,610.544,139.811,1.0,627.819,159.164,1.0
62,885.676,346.226,0.9990000128746033,838.512,333.041,1.0,794.759,325.622,1.0,752.072,317.636,1.0,717.468,314.681,1.0,595.128,90.401,0.9990000128746033,595.971,108.334,0.9990000128746033,601.831,117.194,0.9940000176429749,612.73,134.435,1.0,625.607,156.166,1.0
63,886.462,329.855,0.9990000128746033,837.162,328.09,0.9990000128746033,795.467,321.69,1.0,754.423,320.416,1.0,717.052,322.534,1.0,571.365,73.535,0.9919999837875366,586.503,102.859,0.9990000128746033,602.508,120.851,0.9980000257492065,614.452,140.942,1.0,632.586,160.236,1.0
64,883.828,314.833,0.9980000257492065,844.321,322.365,0.996999979019165,803.799,322.429,1.0,763.556,330.238,0.9980000257492065,722.599,331.671,1.0,484.399,97.2,1.0,536.99,109.444,0.9990000128746033,578.691,123.067,0.9990000128746033,607.108,139.661,1.0,633.181,160.389,1.0
65,884.884,314.438,0.9990000128746033,844.749,327.285,0.9990000128746033,809.886,331.146,1.0,772.772,332.032,1.0,735.994,345.093,1.0,423.159,106.326,1.0,474.892,109.56,0.9980000257492065,524.59,115.608,0.9919999837875366,566.692,127.919,1.0,598.919,137.199,1.0
66,881.324,323.65,0.9100000262260437,843.965,326.303,0.9990000128746033,807.055,327.758,0.9990000128746033,774.769,334.189,1.0,741.762,343.146,1.0,406.489,100.885,1.0,463.627,114.093,1.0,516.605,121.029,0.9940000176429749,555.664,125.018,0.9990000128746033,591.362,138.349,1.0
67,839.912,307.544,0.9980000257492065,802.873,315.224,1.0,778.934,321.396,1.0,757.975,326.259,1.0,735.333,329.584,1.0,403.125,100.517,1.0,459.758,115.662,1.0,508.349,122.095,0.9959999918937683,556.207,124.736,0.9990000128746033,588.977,137.888,1.0
68,,,0.0,815.428,308.873,0.9850000143051147,790.139,284.689,0.9750000238418579,820.093,292.04,0.7129999995231628,732.222,279.048,0.890999972820282,450.193,69.074,1.0,486.976,101.511,1.0,518.306,123.477,1.0,556.632,131.028,1.0,589.687,140.216,1.0
69,,,,,,,,,,,,,,,,489.914,76.431,1.0,515.63,108.428,0.9990000128746033,540.262,122.146,1.0,568.794,130.473,0.9980000257492065,590.762,145.653,1.0
70,,,,,,,,,,,,,,,,,,0.0,533.765,123.727,0.9860000014305115,546.136,117.399,1.0,559.142,134.296,1.0,583.139,151.671,1.0
71,,,0.0,644.017,203.05,0.9990000128746033,710.066,225.658,1.0,754.152,251.35,0.9980000257492065,794.178,265.168,0.9940000176429749,,,0.0,538.301,123.211,0.9459999799728394,551.336,114.988,0.9990000128746033,562.48,131.899,1.0,580.974,150.815,1.0
72,579.035,212.533,0.9509999752044678,643.338,208.377,1.0,699.99,227.026,0.996999979019165,748.753,250.894,0.984000027179718,787.316,260.072,0.9980000257492065,487.202,99.61,0.9990000128746033,526.91,118.235,1.0,553.439,130.372,1.0,573.157,139.502,1.0,596.453,155.512,1.0
73,578.693,219.37,1.0,628.637,212.45,1.0,675.797,212.851,0.9950000047683716,716.358,218.942,0.8460000157356262,772.371,259.748,0.8220000267028809,408.599,122.16,1.0,468.168,122.534,1.0,514.973,131.969,0.9990000128746033,557.317,140.497,0.9990000128746033,590.389,153.773,1.0
74,578.956,210.166,1.0,629.395,210.984,0.9990000128746033,675.921,212.658,0.9950000047683716,716.369,219.468,0.8849999904632568,765.183,253.653,0.7080000042915344,373.496,121.71,1.0,430.275,118.632,0.9990000128746033,481.541,125.544,0.996999979019165,525.547,139.114,0.9990000128746033,565.948,149.103,1.0
75,563.209,214.051,1.0,620.974,208.188,1.0,668.294,219.474,0.9980000257492065,709.001,228.632,0.996999979019165,749.99,254.038,0.9649999737739563,346.394,149.192,1.0,394.654,125.61,0.9990000128746033,442.643,118.972,1.0,487.619,113.119,1.0,522.957,107.286,1.0
76,571.783,200.71,0.9860000014305115,621.608,201.842,1.0,668.582,219.929,0.9959999918937683,716.095,228.164,0.9860000014305115,754.43,252.297,0.9909999966621399,340.134,177.855,1.0,381.289,140.721,1.0,426.571,116.339,0.9990000128746033,465.164,101.638,0.996999979019165,503.35,95.004,0.9980000257492065
77,563.806,200.983,0.996999979019165,611.979,201.382,1.0,662.944,217.725,0.9959999918937683,708.974,227.718,0.9990000128746033,750.328,252.865,0.9800000190734863,355.378,179.727,1.0,390.142,145.219,1.0,426.707,115.764,1.0,461.883,96.53,0.9940000176429749,500.073,90.077,1.0
78,570.697,232.886,1.0,621.961,211.413,1.0,661.95,217.54,0.9950000047683716,708.63,220.27,0.9980000257492065,750.782,253.191,0.953000009059906,377.163,155.349,1.0,405.968,133.479,0.9990000128746033,430.267,111.663,0.9980000257492065,463.017,94.003,0.996999979019165,504.873,88.102,1.0
79,562.767,259.586,1.0,612.209,212.874,0.9990000128746033,666.989,225.055,0.9819999933242798,709.657,221.902,0.996999979019165,737.32,269.329,0.9430000185966492,377.284,141.983,1.0,415.029,123.719,0.9990000128746033,439.808,100.061,0.9990000128746033,475.482,91.107,0.996999979019165,502.802,80.634,1.0
80,565.915,258.664,1.0,612.591,219.311,0.9950000047683716,666.601,226.223,0.9950000047683716,714.239,225.067,0.996999979019165,749.712,258.353,0.9390000104904175,362.015,134.241,1.0,412.09,124.052,0.9990000128746033,443.864,102.102,0.9990000128746033,476.044,90.992,0.9980000257492065,505.529,79.437,1.0
81,576.462,276.617,1.0,623.632,228.623,1.0,673.065,227.544,1.0,722.833,245.218,0.9959999918937683,755.925,275.614,0.9459999799728394,400.519,171.126,1.0,410.592,131.382,0.9950000047683716,437.166,99.407,0.9990000128746033,475.549,83.771,0.9929999709129333,505.065,77.114,0.9980000257492065
82,580.166,283.4,0.9909999966621399,637.089,248.278,0.9810000061988831,682.031,240.037,0.9909999966621399,738.788,259.993,0.9890000224113464,747.317,282.204,0.9959999918937683,411.031,189.268,1.0,416.579,136.918,1.0,441.717,101.6,0.9990000128746033,468.913,82.386,0.9980000257492065,505.002,76.166,0.9980000257492065
83,556.242,267.575,0.9769999980926514,603.496,244.874,0.9710000157356262,664.295,237.571,0.9819999933242798,700.279,227.327,0.9950000047683716,701.143,206.707,0.777999997138977,397.03,205.036,1.0,418.224,153.255,1.0,434.248,113.827,1.0,468.505,85.593,0.9990000128746033,504.392,77.4,0.9990000128746033
84,520.269,211.712,1.0,577.742,212.878,0.9959999918937683,626.715,209.355,0.9990000128746033,610.341,202.162,0.6650000214576721,666.071,212.307,0.9309999942779541,361.749,159.612,1.0,414.057,134.771,1.0,443.328,111.781,0.9990000128746033,476.279,93.007,0.9980000257492065,504.804,80.532,1.0
85,505.7,182.257,1.0,555.057,198.697,1.0,588.467,206.043,1.0,623.536,210.276,0.9990000128746033,649.3,212.336,1.0,352.17,156.891,1.0,390.181,130.527,1.0,428.106,111.246,1.0,467.391,92.078,1.0,502.335,82.291,1.0
86,495.667,164.671,1.0,547.913,186.155,1.0,587.501,197.691,1.0,626.33,205.943,1.0,646.633,229.313,1.0,327.01,172.054,1.0,366.273,146.188,1.0,405.093,116.265,1.0,445.061,94.654,0.9980000257492065,483.507,88.633,1.0
87,458.283,237.301,1.0,517.99,220.014,1.0,556.306,220.625,1.0,595.821,222.475,0.9890000224113464,627.164,247.555,1.0,310.455,174.312,1.0,348.921,157.635,0.9990000128746033,386.971,141.472,1.0,426.839,131.511,0.9980000257492065,458.285,119.11,1.0
88,421.614,267.908,1.0,474.223,250.379,1.0,522.786,243.642,1.0,573.341,240.674,1.0,604.073,242.317,1.0,289.7,202.577,1.0,332.36,174.414,0.9959999918937683,371.003,150.354,0.9980000257492065,416.877,138.894,1.0,454.416,134.134,1.0
89,351.725,283.009,1.0,406.167,280.876,1.0,446.122,268.422,0.9990000128746033,492.199,252.08,1.0,530.451,247.154,1.0,241.746,268.041,1.0,289.913,220.718,0.9980000257492065,329.157,195.927,1.0,366.251,168.871,0.9980000257492065,394.223,144.418,1.0
90,326.54,325.643,1.0,366.789,298.997,1.0,401.302,275.772,1.0,446.527,266.299,0.9980000257492065,488.705,260.318,1.0,,,,,,,,,,,,,,,
91,289.752,381.245,1.0,331.364,350.937,1.0,366.939,319.743,1.0,401.228,288.42,1.0,441.387,266.492,1.0,178.236,395.476,1.0,206.155,346.174,0.9980000257492065,228.916,307.902,0.996999979019165,244.95,276.253,0.9980000257492065,266.467,244.376,0.9990000128746033
92,244.915,409.987,0.9959999918937683,286.259,385.032,0.9990000128746033,318.637,365.998,0.9990000128746033,351.163,340.802,1.0,383.131,329.13,1.0,157.604,445.446,1.0,176.595,396.795,0.9980000257492065,194.118,351.514,0.9950000047683716,210.32,310.526,0.9990000128746033,227.251,283.015,1.0
93,209.856,456.241,0.996999979019165,250.693,428.641,0.996999979019165,283.193,401.273,0.9980000257492065,318.356,374.514,0.9990000128746033,346.401,355.277,1.0,125.406,471.692,0.9959999918937683,148.863,426.524,0.9990000128746033,163.423,385.004,1.0,178.093,348.769,1.0,195.01,313.073,1.0
94,182.821,475.454,0.9670000076293945,219.045,455.041,0.9980000257492065,257.987,429.801,0.9990000128746033,290.721,401.926,1.0,320.673,383.647,1.0,85.63,484.603,0.9919999837875366,132.479,450.298,0.968999981880188,155.689,412.623,0.9850000143051147,172.297,390.752,0.9819999933242798,194.739,388.378,0.3630000054836273
95,157.207,476.802,0.925000011920929,194.018,473.872,0.9909999966621399,229.055,454.384,0.9980000257492065,266.565,427.868,0.996999979019165,294.522,406.173,1.0,36.197,509.35,0.9539999961853027,85.006,468.547,0.9150000214576721,116.121,435.764,0.8370000123977661,147.354,394.515,0.9869999885559082,153.767,370.59,1.0
96,116.282,484.429,0.9559999704360962,171.65,466.826,0.8510000109672546,212.764,448.687,0.9980000257492065,253.448,435.454,0.9990000128746033,284.661,411.157,1.0,11.892,515.759,0.5519999861717224,44.255,483.933,0.3580000102519989,68.096,467.99,0.19699999690055847,124.34,411.238,0.5049999952316284,136.231,394.147,0.9919999837875366
97,123.277,446.792,0.9900000095367432,172.452,450.468,0.9879999756813049,208.514,443.783,0.9990000128746033,243.952,433.655,1.0,276.218,422.832,1.0,19.71,484.3,0.6480000019073486,83.825,450.566,0.7089999914169312,75.647,452.253,0.5389999747276306,107.316,459.727,0.2549999952316284,,,0.0
98,123.574,417.777,0.9990000128746033,163.205,433.762,0.9980000257492065,204.284,438.91,0.9990000128746033,240.877,441.474,1.0,282.944,441.922,0.9990000128746033,,,,,,,,,,,,,,,
99,106.082,386.55,0.9980000257492065,146.948,418.169,0.9940000176429749,182.97,434.453,0.9980000257492065,228.423,444.137,1.0,272.076,450.34,1.0,,,,,,,,,,,,,,,
100,84.496,388.396,0.47200000286102295,142.13,393.744,0.9959999918937683,184.783,428.8,0.9950000047683716,219.5,442.474,1.0,259.427,448.431,1.0,,,,,,,,,,,,,,,
101,76.359,324.115,0.36899998784065247,100.71,356.108,0.9380000233650208,136.432,386.831,0.9890000224113464,171.373,412.93,0.9980000257492065,206.475,417.349,1.0,,,,,,,,,,,,,,,
102,11.785,306.63,0.8669999837875366,91.697,341.618,0.9779999852180481,117.667,371.435,0.9990000128746033,140.99,397.032,0.9980000257492065,166.218,416.571,1.0,,,,,,,,,,,,,,,
103,75.365,284.844,0.2939999997615814,90.958,314.884,0.8920000195503235,105.207,341.266,0.996999979019165,131.418,364.35,0.9929999709129333,157.056,380.918,1.0,,,,,,,,,,,,,,,
104,44.422,219.396,0.5440000295639038,76.121,273.7,0.9810000061988831,106.247,316.462,0.9919999837875366,128.489,347.473,0.9990000128746033,155.126,372.332,1.0,,,,,,,,,,,,,,,
105,42.912,204.605,0.9919999837875366,73.871,244.947,0.996999979019165,99.621,286.215,0.9980000257492065,125.783,318.531,0.9919999837875366,145.447,352.196,1.0,,,,,,,,,,,,,,,
106,45.12,153.661,0.9359999895095825,60.322,197.645,0.9279999732971191,73.586,242.494,0.9940000176429749,92.155,277.528,0.9769999980926514,109.015,321.722,0.8610000014305115,,,,,,,,,,,,,,,
107,37.466,133.28,0.9919999837875366,51.837,178.754,0.9900000095367432,69.562,227.512,0.9490000009536743,74.741,268.726,0.9850000143051147,87.178,293.273,1.0,,,,,,,,,,,,,,,
108,20.692,140.772,0.9549999833106995,52.782,183.033,0.9959999918937683,69.104,219.128,0.902999997138977,74.815,257.953,0.9919999837875366,86.298,283.16,1.0,,,,,,,,,,,,,,,
109,11.62,163.666,0.6690000295639038,35.701,193.656,0.9919999837875366,64.84,211.813,0.9990000128746033,86.311,237.337,0.9919999837875366,104.078,269.239,1.0,,,,,,,,,,,,,,,
110,10.832,187.182,0.5759999752044678,41.556,199.804,0.9959999918937683,73.223,212.918,1.0,97.204,234.657,0.9950000047683716,106.688,262.619,1.0,19.878,259.851,0.3449999988079071,42.584,301.543,0.9610000252723694,44.965,331.694,0.9150000214576721,52.137,356.283,0.652999997138977,82.593,379.6,0.9419999718666077
111,11.699,188.267,0.5220000147819519,35.267,195.099,0.9459999799728394,57.707,205.791,0.9950000047683716,79.893,221.01,0.9940000176429749,94.81,246.48,0.9990000128746033,99.24,276.657,0.9810000061988831,89.169,308.64,0.9900000095367432,76.873,331.032,0.9909999966621399,75.764,362.84,0.8460000157356262,93.186,387.526,0.7620000243186951
112,,,0.0,34.879,188.277,0.890999972820282,45.319,195.277,0.9430000185966492,75.815,202.947,0.9350000023841858,76.585,181.053,0.9430000185966492,150.369,236.257,0.824999988079071,123.669,266.843,0.9929999709129333,101.245,300.074,0.9929999709129333,84.023,340.597,0.7419999837875366,94.88,363.996,0.968999981880188
113,,,0.0,27.338,187.625,0.7390000224113464,43.101,197.893,0.972000002861023,73.758,212.61,0.7870000004768372,84.257,220.95,0.5989999771118164,157.773,217.841,0.9990000128746033,124.915,257.042,1.0,100.114,290.423,0.996999979019165,91.402,317.696,0.9649999737739563,84.419,355.873,0.37700000405311584
114,,,0.0,34.997,188.402,0.6370000243186951,44.153,195.02,0.9629999995231628,67.078,195.204,0.7229999899864197,76.106,180.174,0.4860000014305115,145.735,242.653,1.0,119.016,267.583,1.0,108.76,299.619,0.9760000109672546,92.432,319.228,0.9629999995231628,85.912,354.407,0.9900000095367432
115,,,0.0,35.449,181.835,0.8199999928474426,45.596,195.889,0.9739999771118164,68.206,204.239,0.9829999804496765,78.726,227.884,0.9950000047683716,180.519,285.401,0.9990000128746033,139.199,292.035,0.7990000247955322,115.163,302.588,0.6959999799728394,84.125,330.548,0.7870000004768372,147.845,299.701,0.9520000219345093
116,,,0.0,,,0.0,44.55,197.741,0.953000009059906,67.22,211.617,0.996999979019165,78.844,226.404,0.996999979019165,219.459,279.909,1.0,169.971,306.409,0.9470000267028809,116.269,316.954,0.8669999837875366,109.137,330.14,0.6399999856948853,,,0.0
117,12.173,172.152,0.23100000619888306,35.523,189.243,0.9660000205039978,50.614,203.871,0.9980000257492065,68.986,211.371,0.9990000128746033,80.818,220.536,0.9980000257492065,267.265,263.046,1.0,213.15,283.899,0.9990000128746033,171.238,304.292,0.9760000109672546,130.653,316.863,0.9959999918937683,100.268,331.092,0.9700000286102295
118,11.65,188.619,0.8679999709129333,38.417,189.633,0.9990000128746033,51.477,205.155,0.9990000128746033,70.106,211.197,0.9990000128746033,80.122,220.612,0.9990000128746033,299.069,249.637,1.0,253.347,265.716,0.9990000128746033,180.536,291.484,0.8820000290870667,151.089,300.279,0.996999979019165,127.893,295.656,0.9990000128746033
119,12.235,187.59,0.9509999752044678,36.507,188.932,0.9980000257492065,50.229,205.358,0.9990000128746033,70.728,209.86,1.0,81.537,225.832,0.9990000128746033,318.254,249.332,1.0,264.042,262.867,0.996999979019165,213.224,274.261,0.9660000205039978,171.716,298.788,0.9950000047683716,144.102,305.165,1.0
120,11.429,188.404,0.9369999766349792,36.836,189.066,0.9990000128746033,52.959,204.161,0.996999979019165,74.684,210.389,0.9990000128746033,80.888,226.21,0.9990000128746033,348.87,240.067,1.0,296.729,258.729,0.9700000286102295,227.747,275.461,0.7440000176429749,189.895,292.549,0.9990000128746033,165.688,304.411,1.0
121,11.548,172.182,0.796999990940094,38.011,187.867,0.9890000224113464,58.787,196.462,0.996999979019165,74.318,204.979,0.9990000128746033,88.092,221.782,0.9990000128746033,388.993,233.124,1.0,347.584,244.396,0.9950000047683716,260.078,259.031,0.9990000128746033,236.409,266.589,0.9850000143051147,,,0.0
122,11.636,172.258,0.41600000858306885,40.971,189.091,0.9890000224113464,58.883,194.365,0.9959999918937683,77.074,203.921,0.9710000157356262,87.13,219.562,1.0,419.266,232.436,1.0,354.403,248.675,1.0,305.258,259.262,1.0,268.751,266.171,0.9990000128746033,244.964,276.158,1.0
123,10.645,174.176,0.8999999761581421,42.104,196.228,0.9179999828338623,68.929,212.385,0.8370000123977661,83.646,218.335,0.9570000171661377,90.284,228.536,0.9990000128746033,452.16,238.546,1.0,383.701,245.567,1.0,335.965,259.197,1.0,299.25,268.672,1.0,264.042,285.748,1.0
124,12.605,124.032,0.7419999837875366,42.874,171.708,0.9819999933242798,70.041,195.092,0.9710000157356262,82.612,220.155,0.9869999885559082,95.884,235.222,1.0,481.091,245.179,1.0,418.613,250.988,1.0,364.52,259.029,0.9959999918937683,325.649,267.942,1.0,290.666,267.62,1.0
125,60.077,116.882,0.9940000176429749,68.692,162.343,0.9959999918937683,66.618,192.84,0.9990000128746033,81.133,217.248,0.9990000128746033,97.317,243.414,1.0,545.486,258.911,1.0,493.371,250.429,1.0,451.574,248.555,1.0,413.44,249.045,1.0,365.354,243.645,0.9990000128746033
126,91.074,121.725,0.9990000128746033,70.518,156.977,0.9850000143051147,61.485,189.063,0.9350000023841858,76.897,217.467,0.9980000257492065,97.469,239.365,1.0,616.399,274.023,1.0,562.943,263.083,1.0,518.745,253.787,1.0,475.919,247.169,1.0,428.861,242.701,1.0
127,98.857,121.362,1.0,76.823,155.084,0.9739999771118164,67.587,187.403,0.9760000109672546,76.752,217.265,0.9990000128746033,97.067,239.876,1.0,668.586,296.204,1.0,613.037,282.512,1.0,572.458,275.204,1.0,538.206,266.655,1.0,493.441,265.987,0.9850000143051147
128,101.049,120.668,1.0,77.464,154.622,0.9769999980926514,61.055,188.451,0.9359999895095825,76.165,216.812,0.9959999918937683,96.901,240.201,1.0,703.795,316.749,1.0,662.986,296.747,1.0,623.552,280.741,1.0,580.501,271.501,0.9990000128746033,538.842,277.297,0.9990000128746033
129,102.185,120.547,1.0,77.114,154.954,0.9769999980926514,60.873,188.223,0.9470000267028809,75.878,217.07,0.9950000047683716,96.81,240.81,1.0,735.393,340.255,1.0,690.035,312.353,1.0,646.235,299.751,1.0,603.955,290.82,1.0,558.416,289.682,1.0
130,101.529,120.733,1.0,76.959,155.055,0.9940000176429749,60.793,188.293,0.9470000267028809,75.499,216.97,0.996999979019165,96.383,240.309,1.0,736.201,340.032,1.0,689.565,313.974,1.0,645.903,299.375,1.0,603.831,291.156,1.0,561.883,289.901,1.0
131,127.595,106.755,1.0,94.393,142.305,0.996999979019165,77.263,171.825,0.9929999709129333,80.965,211.11,0.9990000128746033,85.482,240.679,0.9990000128746033,737.402,272.477,1.0,689.877,288.632,1.0,640.41,292.305,1.0,598.214,290.589,1.0,561.019,290.579,1.0
132,150.724,101.956,1.0,110.701,128.923,0.9990000128746033,81.527,155.392,0.9980000257492065,66.526,187.879,0.9959999918937683,73.103,225.101,0.996999979019165,753.701,240.833,1.0,704.474,257.415,0.9990000128746033,655.946,272.703,1.0,616.531,279.278,1.0,580.389,288.345,1.0
133,186.019,94.797,0.9990000128746033,140.911,105.863,0.9980000257492065,106.105,117.571,0.9660000205039978,83.943,148.26,0.9919999837875366,69.946,178.58,0.9919999837875366,804.051,208.092,1.0,759.471,227.964,1.0,715.595,242.982,0.9909999966621399,671.481,261.229,0.996999979019165,634.766,280.035,0.9950000047683716
134,215.07,107.663,1.0,161.061,102.054,0.9990000128746033,123.463,99.56,0.996999979019165,85.525,99.217,0.9779999852180481,52.771,115.769,0.9340000152587891,829.368,172.206,1.0,785.896,207.906,1.0,748.683,237.561,0.9940000176429749,715.941,268.364,1.0,682.489,296.675,1.0
135,219.897,108.085,1.0,168.918,101.997,0.996999979019165,128.53,98.066,0.9990000128746033,83.298,93.211,0.9959999918937683,66.147,106.589,0.8730000257492065,800.092,143.264,1.0,779.704,196.125,1.0,753.191,231.272,1.0,719.399,261.087,1.0,691.242,288.725,1.0
136,224.789,95.737,1.0,170.242,98.226,0.9990000128746033,129.334,91.38,0.9990000128746033,92.209,91.154,0.9909999966621399,68.965,86.154,0.9950000047683716,806.586,83.93,1.0,781.613,134.22,1.0,764.723,169.382,1.0,746.469,207.206,1.0,741.427,244.446,1.0
137,232.273,94.67,1.0,183.345,100.49,1.0,142.003,100.868,0.9980000257492065,103.783,94.106,0.996999979019165,78.341,93.289,0.9779999852180481,812.69,96.104,1.0,788.339,133.522,0.9990000128746033,773.844,168.937,1.0,762.298,197.783,1.0,744.52,228.045,1.0
138,228.369,76.669,0.9990000128746033,183.049,100.522,0.9990000128746033,145.866,104.238,0.996999979019165,105.696,98.287,0.9950000047683716,79.404,95.404,0.9940000176429749,820.668,108.613,1.0,784.844,139.625,0.9990000128746033,765.253,170.558,0.9959999918937683,749.402,199.109,1.0,737.784,228.84,1.0
139,226.603,69.042,0.5960000157356262,195.073,82.966,0.9750000238418579,156.718,101.085,0.9890000224113464,115.06,108.022,0.9919999837875366,82.265,107.248,0.9959999918937683,844.171,173.218,0.996999979019165,799.85,157.213,0.9879999756813049,756.184,171.724,0.9660000205039978,738.31,198.162,1.0,725.578,227.934,1.0
140,246.475,60.9,1.0,205.895,86.458,0.9950000047683716,164.204,96.431,0.9980000257492065,116.104,107.336,0.9860000014305115,84.292,101.146,0.9959999918937683,846.753,212.997,1.0,803.744,185.129,1.0,774.384,181.322,0.9990000128746033,741.463,197.403,1.0,723.229,230.474,1.0
